bedrooms,bathrooms,sqft_living,sqft_lot,sqft_basement,floors,condition,price
3,2.5,1370,1911,0,2.0,3,797000
6,2.0,2840,228690,120,1.5,3,640000
4,1.75,3280,35160,1200,1.0,3,605000
3,2.25,2070,7995,720,1.0,3,329950
2,1.0,960,87991,0,1.5,3,180000
3,2.25,1470,7518,310,1.0,3,220000
4,2.25,2430,4748,800,1.5,3,723000
3,1.75,1430,8412,360,1.0,4,375000
3,1.75,1760,9277,0,1.0,4,388000
5,2.0,1730,7375,0,1.0,4,249950
5,1.75,2290,7900,1100,1.0,4,390000
4,1.75,1690,11739,0,1.0,4,705000
4,2.5,3220,7875,0,1.5,4,590000
4,1.75,2130,11097,760,1.0,3,292000
3,2.5,2100,213008,0,1.0,3,506000
4,2.5,2770,8642,0,2.0,4,907500
4,3.25,4040,18916,0,1.0,4,2271150
4,2.75,2500,5100,1080,1.5,4,319500
5,1.75,1580,5292,600,1.0,3,265000
3,1.0,1130,10650,0,1.0,3,237000
5,1.0,1500,9282,0,1.5,5,235000
4,2.25,2230,6000,420,1.5,3,740000
3,1.5,1550,4980,470,1.0,3,359000
4,2.5,2230,5500,0,2.0,3,334950
2,1.0,790,8100,0,1.0,3,259950
4,2.5,2230,4541,0,2.0,3,253000
3,2.25,1710,4140,0,2.0,3,561000
2,1.5,1260,5100,0,1.0,3,455000
4,2.5,2420,18470,1500,1.0,3,675000
3,1.5,1090,8160,0,1.0,3,267000
4,2.5,2689,5724,0,2.0,3,368000
3,1.0,1620,3000,0,1.5,5,599995
3,1.0,940,10500,0,1.0,4,342500
4,1.75,1940,13370,0,1.0,4,252000
3,1.0,1590,11200,0,1.0,4,247200
3,3.5,3020,4082,940,2.0,3,910000
4,1.75,1870,16549,0,1.0,3,419950
3,1.0,880,8976,0,1.0,4,160000
4,3.5,3030,5494,0,3.0,3,799950
3,2.25,2140,11266,0,2.0,3,400000
5,2.0,2050,10200,620,1.0,3,210000
5,2.0,2050,10200,620,1.0,3,475000
3,2.5,2090,3821,0,2.0,3,355900
3,2.25,2520,26943,760,1.0,3,420000
4,2.5,2630,8580,930,1.0,4,710000
4,1.75,2560,15000,680,1.0,3,518000
3,1.0,1200,5404,0,1.0,3,375000
3,1.5,1010,7755,0,1.0,3,185000
3,2.5,1520,3425,0,2.0,3,402000
3,1.75,2170,153767,0,1.0,3,585000
4,2.0,1980,4500,0,2.0,4,500000
4,2.5,3070,7207,400,2.0,4,1715000
5,3.5,5170,7197,1650,3.0,3,1680000
2,2.0,1140,690,380,2.0,3,570000
8,2.75,2530,4800,1140,2.0,4,680000
3,2.25,1690,14615,0,2.0,4,345000
4,2.5,2150,3600,0,2.0,3,355000
3,1.5,1180,7700,0,1.0,4,390000
3,1.0,1400,9690,0,1.0,3,128000
3,1.75,1300,4800,0,2.0,4,448500
3,1.75,1590,9636,0,1.5,4,346000
3,1.75,1990,5600,660,1.0,3,779000
3,1.75,1510,9720,0,1.0,3,335000
4,3.25,2910,1880,1080,2.0,5,1850000
3,2.5,2850,21780,0,2.0,3,799990
3,2.5,2830,56628,0,2.0,3,1075000
2,1.5,1110,1189,0,3.0,3,371000
4,2.5,1900,9775,0,1.0,5,620000
4,1.75,2290,10290,950,1.0,3,343000
3,1.0,1010,14948,0,1.0,5,265000
5,2.5,4670,15857,0,2.0,3,1000000
3,2.5,3400,38400,1530,1.0,3,825000
4,3.5,4070,10976,0,2.0,3,889000
3,2.25,1630,10962,530,1.0,4,305000
2,2.5,1700,6635,0,2.0,4,407000
5,2.5,2070,12000,730,1.0,4,613000
3,3.5,4660,21164,0,2.0,3,1637500
3,3.75,2050,6000,500,2.0,5,645000
4,3.5,4680,9700,1320,2.0,3,1160000
3,2.25,2320,38186,0,2.0,3,610000
3,2.5,3800,13071,1070,2.0,3,450000
3,2.0,720,7598,0,1.0,5,300000
5,2.75,4400,18500,2150,1.0,5,1120000
3,2.5,2260,74297,0,2.0,3,418200
3,2.5,1650,2802,0,2.0,3,250000
3,2.5,2560,43608,0,2.0,3,619000
4,3.0,3720,15048,0,3.0,3,500000
4,2.5,2590,16437,0,2.0,3,465000
4,1.0,1750,68841,0,1.0,3,322000
3,2.5,1620,7320,0,2.0,3,276900
3,2.25,1700,12615,400,1.0,4,660000
3,2.5,2450,28185,0,2.0,3,480000
3,1.75,1610,10796,540,1.0,3,925000
3,3.0,3730,35900,770,1.0,3,825000
2,1.0,1210,7440,430,1.0,3,326000
3,1.0,1300,9880,0,1.0,4,205000
2,1.0,850,54000,0,1.5,1,150000
3,2.5,1770,3205,0,2.0,3,593567
3,2.5,2060,11231,0,2.0,3,440000
3,2.5,3090,13316,0,2.0,3,751000
2,1.75,1050,6500,0,1.5,4,295000
3,2.0,1300,2250,0,2.0,3,422500
3,1.0,1160,8800,0,1.0,4,480000
4,2.5,3420,6233,0,2.0,3,890900
4,2.75,2620,6707,0,2.0,3,672500
4,1.5,1880,3500,800,1.0,4,605000
5,3.25,4560,19080,2070,1.0,5,1675000
4,2.5,2330,7936,0,2.0,3,565000
4,1.75,2350,7574,630,1.0,3,725000
3,3.0,1560,1466,0,3.0,3,640000
4,1.0,1380,7110,0,1.5,3,253750
6,2.75,3040,36721,1280,1.0,4,799950
4,1.5,1350,8113,0,1.0,4,595000
4,2.5,3180,11652,0,2.0,3,850000
3,2.5,1790,4065,0,2.0,3,366000
4,3.0,1986,6000,240,2.0,4,715000
4,2.5,2400,7215,0,2.0,3,300000
4,3.0,4590,9150,1100,2.0,3,960000
3,2.0,1970,3420,0,2.0,5,812000
3,1.0,1360,9948,0,1.0,3,234950
4,2.0,2710,4750,1250,1.0,4,656500
2,1.5,920,1598,0,2.0,3,255000
3,2.75,2000,7204,750,1.0,5,538000
3,2.25,1920,9680,620,1.0,4,260000
3,2.5,2678,6607,0,2.0,3,546200
3,1.0,1220,4541,330,1.0,3,280500
3,1.75,1440,4000,390,1.0,4,295000
4,1.75,2420,520,0,1.5,3,700000
3,2.0,2090,15790,0,1.0,3,560000
4,2.75,4030,10888,0,2.0,3,912000
3,1.75,1310,9282,0,1.0,4,437000
3,2.5,1800,3074,0,2.0,3,447000
4,1.0,1160,20100,340,1.0,4,500000
3,1.0,1160,5969,280,1.0,3,508300
3,1.5,1870,7853,570,1.0,3,485000
7,5.75,3700,7647,0,2.0,3,540000
3,2.25,2280,8765,0,2.0,3,356000
4,2.0,1720,6099,860,1.0,4,525000
4,2.75,3630,11775,0,2.0,3,962800
4,2.5,2040,6300,0,2.0,3,315000
3,2.25,1750,1879,0,3.0,3,525000
2,2.25,1550,2285,0,2.0,3,325000
4,1.75,2500,8725,1000,1.0,4,965800
4,1.0,1440,3600,0,1.5,4,550000
4,1.0,1130,13927,0,1.5,3,182200
3,1.0,1210,8505,0,1.5,3,315000
2,1.0,960,5000,0,1.0,4,500000
5,2.5,2160,7737,0,2.0,3,480000
3,1.75,3400,8965,1580,1.0,5,1690000
5,3.25,3960,321908,1270,2.0,4,525000
4,2.5,1900,9075,0,2.0,3,407500
4,3.0,2620,35124,0,2.0,3,443000
4,2.5,3150,13700,0,2.0,4,1256500
3,1.0,1040,4480,170,1.0,3,642000
3,1.75,1540,7558,0,1.0,3,520000
3,2.0,1820,5000,100,1.5,4,750000
5,1.5,1930,4500,0,1.5,3,855000
4,1.0,1430,27153,0,1.5,4,275000
5,2.75,2920,5250,1120,1.5,5,265000
3,2.5,3100,45738,0,2.0,3,894400
2,1.0,1200,12856,0,1.0,4,546000
2,2.5,2390,7489,0,1.0,3,699950
3,2.0,1270,10713,0,1.0,4,435000
4,1.5,1300,7200,0,1.0,4,259500
4,3.25,2290,4785,0,2.0,3,359950
3,1.75,1740,10000,0,1.0,3,517000
3,1.0,1590,5400,310,1.0,3,579000
4,2.0,2420,10735,0,1.5,3,525000
4,2.5,2130,9653,630,1.0,3,320000
4,1.75,1950,13320,580,1.0,4,635000
4,2.5,2150,5397,0,2.0,3,400000
3,1.75,1270,7700,0,1.0,4,455000
3,1.75,1850,22767,0,1.5,5,572000
2,1.5,1440,136778,300,1.0,4,650000
3,1.5,1390,7417,0,1.0,3,162500
2,2.5,1340,1240,190,2.0,3,400000
3,1.0,1190,9000,0,1.0,3,268300
6,4.5,3830,4800,780,3.0,3,989000
3,1.75,1780,10409,500,1.0,3,342000
4,2.5,3130,5999,0,2.0,3,315000
4,2.75,1830,8384,510,1.0,3,485000
4,2.5,2550,7500,800,1.0,3,277500
4,3.5,3790,90169,0,2.0,3,1295000
4,1.75,1800,10890,0,1.5,4,385000
2,1.0,1630,7680,800,1.0,3,426000
4,2.0,1870,6000,0,1.5,3,310000
4,2.0,1870,6000,0,1.5,3,449000
2,1.0,980,3915,0,1.0,4,375000
3,2.25,2860,10625,940,1.0,3,1187500
3,2.25,1470,5597,0,2.0,3,468000
1,1.0,1160,5000,0,2.0,3,336000
4,2.75,1940,6555,0,2.0,3,392000
4,2.25,1630,7969,530,1.0,3,412500
4,2.5,2755,11612,0,2.0,3,545000
5,2.0,1430,5600,0,1.5,3,133000
5,2.0,1430,5600,0,1.5,3,440000
4,2.25,1400,7341,100,1.0,3,294450
4,2.5,2520,7205,0,2.0,3,335000
3,1.0,1290,10125,0,1.0,4,362000
3,1.75,1400,18002,0,1.0,3,322000
2,1.0,740,8853,0,1.0,3,230500
4,2.0,1710,9996,0,1.0,3,380000
4,2.75,2414,7693,0,2.0,3,292000
3,1.0,1040,7500,0,1.0,4,172500
4,2.75,3540,7091,1570,1.5,4,784000
4,2.75,2530,11549,830,1.0,3,525000
3,2.5,2320,7609,0,2.0,3,600000
3,2.5,2530,16102,0,2.0,3,435000
5,2.75,2790,7600,0,1.5,4,359900
4,1.75,1950,7139,800,1.0,3,700000
3,2.0,1020,889,300,2.0,3,280000
4,2.5,3110,24466,0,2.0,3,655000
4,5.0,5310,16909,2220,1.0,3,2480000
3,2.5,2580,23925,0,2.0,3,499950
3,2.5,1380,1021,220,2.0,3,540000
4,2.75,3980,9209,0,2.0,3,970000
4,2.5,2080,7000,680,1.0,4,330000
3,1.75,1530,8000,0,2.0,3,474000
4,1.75,1930,9310,0,1.0,4,670000
4,3.25,2330,9687,0,2.0,3,1300000
4,2.5,3860,10361,920,2.0,4,1160000
4,2.5,2880,8061,0,2.0,3,440000
2,2.5,1590,2088,0,2.0,3,411000
3,1.5,2150,4000,680,1.5,3,500000
4,1.75,2300,13342,0,1.5,3,1335000
6,3.25,2900,6400,600,2.0,4,696000
3,2.25,1970,11088,790,1.0,4,465000
4,2.5,1740,7500,520,1.0,4,518000
3,1.75,1220,7250,0,1.0,3,251000
3,2.0,1290,13282,0,1.0,3,255000
2,1.0,780,8271,0,1.0,4,319000
4,2.75,2210,3400,740,1.5,5,719000
5,3.5,5930,13288,2010,2.0,3,1520000
4,2.5,1950,4553,0,2.0,3,322000
4,1.0,1340,7920,0,1.0,4,205000
3,1.0,1590,6240,530,1.0,3,229000
3,2.25,1780,9672,430,1.0,3,395000
2,1.0,760,7272,0,1.0,4,183000
3,1.75,1720,7800,550,1.0,4,583500
3,2.5,2070,25710,0,1.0,5,312000
3,1.75,1790,9860,380,1.0,4,539000
4,2.75,3230,12651,0,2.0,4,409000
3,1.75,1400,4000,530,1.0,3,510250
2,2.0,1370,3827,350,1.0,3,535000
3,2.5,1600,7936,0,2.0,3,280000
3,1.0,950,8400,0,1.0,3,286000
3,2.75,2210,7660,750,1.0,4,710000
2,1.0,930,6380,0,1.0,4,395000
2,1.0,810,8494,0,1.0,3,237500
3,2.0,1630,6550,780,1.0,5,464000
3,1.75,1770,10080,0,1.0,3,495000
1,1.0,710,6060,0,1.0,4,257500
4,3.5,3990,23544,1690,1.0,3,570000
3,2.5,2310,7485,0,2.0,3,362000
33,1.75,1620,6000,580,1.0,5,640000
3,1.0,1140,8800,0,1.0,3,172500
2,1.0,1040,4880,0,1.0,3,596000
4,2.5,2170,9796,520,1.0,4,840000
3,2.25,3370,23065,1450,1.0,3,1600000
2,1.5,901,1245,0,3.0,3,435000
2,1.0,840,7870,0,1.0,3,251000
4,1.0,1650,9750,0,1.0,4,282500
3,2.25,1380,7226,240,1.0,4,265000
3,1.0,910,10240,0,1.0,4,330000
2,1.0,1230,3800,0,1.0,3,435000
3,1.75,1740,8560,240,1.0,3,827235
4,1.0,1290,5000,0,1.5,3,249950
3,2.5,1950,18533,0,2.0,3,400000
4,2.5,2150,7944,0,2.0,3,300499
4,2.0,1560,5220,0,1.0,3,449000
2,1.0,1120,3220,0,1.0,4,500000
3,1.5,1790,7526,0,1.0,3,865000
4,3.5,3290,5414,930,2.0,3,899950
4,1.0,1540,9541,0,1.5,4,370000
5,3.25,4240,226097,830,2.0,3,442500
3,1.0,1010,9945,0,1.0,4,310000
4,2.75,2970,12750,840,1.5,4,1565000
4,2.25,2190,9113,0,2.0,3,245000
2,1.0,700,8100,0,1.0,3,254950
6,4.5,3300,7480,0,2.0,3,510000
3,2.25,1370,5000,0,2.0,3,299950
4,2.5,2680,4500,0,2.0,3,379950
3,1.0,1390,4820,480,1.0,4,350000
3,2.5,1700,3575,0,2.0,3,300000
3,2.25,2510,6339,700,1.5,5,994000
3,1.5,1700,8067,450,1.0,3,315000
4,2.5,2180,11200,0,1.0,4,480500
3,1.0,1770,5720,630,1.5,4,373000
4,2.5,3290,5951,0,2.0,3,728000
4,3.5,3040,7125,800,2.0,3,415000
4,2.5,2460,5091,0,2.0,3,427500
3,2.0,970,10000,0,1.0,5,339300
3,1.75,1320,6205,0,1.0,5,313000
3,3.5,1900,1612,470,2.0,3,431500
3,1.5,1220,835,0,1.5,4,415000
3,1.75,1470,9750,0,1.0,4,490000
4,5.0,4630,24054,0,2.0,3,1425000
3,1.5,1400,9750,0,1.0,4,275000
2,1.0,1070,5080,0,1.0,5,325000
5,3.75,3630,6000,1160,1.5,3,1180000
4,1.5,1970,4590,0,2.5,3,690000
4,2.0,2010,9474,0,2.0,3,410000
4,2.5,2820,5934,1050,1.0,5,960000
3,2.5,2530,8669,0,2.0,3,299250
2,1.0,710,14000,0,1.0,4,239000
2,1.0,1210,9400,0,1.0,2,235000
3,2.25,2370,217800,0,2.0,3,587000
4,2.5,2300,6087,0,2.0,3,431000
3,2.5,3110,6765,560,2.0,4,1636000
3,1.75,1990,6500,900,1.0,3,285000
3,3.0,2630,10156,0,1.0,4,778000
3,1.0,1300,7975,0,1.0,4,415000
2,1.75,1680,4500,0,1.0,3,550285
3,2.25,2180,9865,520,1.0,4,910000
3,2.5,2770,9136,0,2.0,3,860000
3,1.75,2120,5000,140,2.0,3,765000
4,2.5,2830,20345,850,2.0,3,782000
3,3.5,1370,1764,190,2.0,3,525000
3,2.5,2810,435600,0,2.0,3,745000
3,3.5,3520,35512,760,2.0,3,470000
3,1.75,1990,5650,670,1.0,3,345000
3,2.25,2070,7800,900,1.0,3,279000
3,1.5,1320,8100,0,1.0,4,500000
3,1.0,1300,8160,0,1.0,4,237000
3,1.75,1260,9346,0,1.0,4,200500
4,1.75,2400,9900,1150,1.0,3,387500
4,2.0,1950,8040,0,1.0,3,392500
3,2.0,1430,12430,0,1.0,4,305000
4,2.5,2110,10100,0,1.0,3,981000
4,2.5,2980,8770,0,2.0,3,680000
4,2.5,2068,7242,0,2.0,4,276000
4,3.5,3380,8330,0,2.0,3,655500
5,2.75,2810,13144,1370,1.0,3,555000
2,1.0,930,10505,0,1.0,3,235000
3,1.0,1300,8879,380,1.0,3,325000
3,1.0,1320,8100,440,1.0,3,268950
3,1.5,1580,14040,530,1.0,3,264500
3,2.5,1620,5250,0,2.0,3,240000
3,2.5,2750,226512,0,2.0,3,819000
2,1.5,2210,5000,680,1.0,3,850000
4,2.25,1740,9600,580,1.0,3,294950
3,2.25,2120,13644,700,2.0,4,693000
4,2.5,2780,7290,0,2.0,3,478000
2,1.0,830,6893,0,1.0,3,222000
4,2.5,2070,11286,0,2.0,3,635000
3,3.25,1390,1278,250,2.0,3,469000
4,2.5,2610,5866,0,2.0,3,350000
5,1.0,1460,11726,170,1.5,3,180000
4,2.25,3390,39356,1750,1.0,4,490000
3,1.5,1360,6000,500,1.0,3,360000
4,2.5,2807,9430,0,2.0,3,630000
4,1.0,1340,2006,0,1.5,3,615000
3,2.25,1340,7202,0,2.0,4,279950
3,1.0,1160,8813,0,1.0,3,317000
4,2.25,2470,7350,870,1.0,3,618000
5,1.75,2000,8713,1000,1.0,3,620000
3,1.0,1110,6250,0,1.0,3,345000
3,1.5,2240,3750,1020,1.0,3,608000
4,2.25,1920,11603,0,2.0,4,325000
3,1.75,2270,13000,0,1.0,5,475000
3,3.0,1530,9997,510,1.0,3,154000
5,3.0,3330,19126,720,2.0,4,1190000
4,2.5,2643,5750,0,2.0,3,376950
2,2.0,1250,3360,0,1.0,3,500000
3,2.5,3230,129578,1130,1.0,4,499950
3,1.0,880,9035,0,1.0,4,230000
4,2.5,2220,5900,0,2.0,3,652600
3,1.75,1130,7000,0,1.0,3,185000
3,1.0,1450,8820,400,1.0,3,274950
2,1.0,760,6035,0,1.0,3,447000
2,1.0,1150,30184,0,1.0,3,129000
5,3.0,2720,9856,0,2.0,4,436000
3,1.75,2080,5000,0,2.0,5,825000
3,1.0,1080,16000,0,1.0,3,225000
3,2.5,1890,6088,0,2.0,3,265000
3,1.5,1500,5111,0,2.0,5,765000
4,2.0,1960,2166,700,1.5,4,509000
4,1.75,2570,8640,0,1.0,4,762450
5,1.5,1830,9000,800,1.0,3,465000
3,1.75,1980,6250,890,1.0,5,564000
2,1.0,1130,5236,0,1.0,4,384500
3,2.0,2010,33090,0,1.5,5,415000
2,1.75,1820,8409,910,1.0,4,345000
4,2.5,2340,6896,0,2.0,3,465950
3,1.75,1780,11096,570,1.0,3,325000
3,1.75,1780,11096,570,1.0,3,500000
4,2.5,2450,20348,1040,1.0,3,450000
4,3.0,2410,8284,1200,1.0,5,475000
5,1.75,3380,20021,1690,1.0,4,1346400
3,1.5,1710,5120,0,2.0,4,747000
3,1.75,1740,6220,0,1.0,4,395000
3,2.5,1995,1483,235,3.0,3,505000
3,2.0,1760,9282,660,1.0,5,215000
4,3.5,3970,210830,0,2.0,3,775000
4,2.5,3000,5471,0,2.0,3,540000
3,1.75,1540,8925,0,1.0,4,392500
3,2.0,2160,15788,0,1.0,3,987000
3,2.0,2160,15788,0,1.0,3,1190000
3,2.0,1810,10684,0,2.0,3,252500
3,3.5,2440,3502,470,2.0,3,730000
6,2.75,3200,9200,1600,1.0,4,497300
4,2.5,2970,34981,0,2.0,3,640000
5,2.0,2290,7125,1100,1.0,3,580000
3,1.75,1820,34800,0,1.0,4,377000
4,3.5,3010,3600,640,2.0,3,1280000
3,1.5,1360,1488,240,2.0,3,396500
4,2.5,2080,2999,0,2.0,3,300000
3,1.0,1110,4800,0,1.5,3,532000
2,1.75,1560,4500,0,1.0,3,579000
4,2.5,3520,7815,380,2.0,3,1400000
5,1.75,2280,43560,900,1.0,4,571000
3,1.75,1370,9288,0,1.0,4,301950
3,3.0,2340,2970,180,2.0,5,660000
4,2.5,3170,10688,0,2.0,3,455000
3,1.75,1380,5060,0,1.0,3,375000
4,2.5,2700,6769,0,2.0,3,470000
3,2.5,1300,10484,0,2.0,3,374990
2,2.5,1900,3690,0,2.0,3,541500
3,2.5,3750,7821,0,2.0,3,782500
3,2.25,1552,3677,0,2.0,3,264000
4,2.5,2500,7417,0,2.0,3,640000
3,2.0,1770,8141,0,1.0,5,660000
5,3.5,4210,17258,0,2.0,3,1365000
3,2.5,2170,8140,0,2.0,3,389950
2,1.0,1510,19874,0,1.0,3,226000
3,1.75,1870,40250,0,1.0,5,390000
3,2.25,1570,8111,0,2.0,3,485000
4,2.5,2480,4602,0,2.0,3,840000
5,3.5,3580,21343,1440,1.5,4,600000
2,1.0,1480,6210,400,1.0,3,331000
3,2.0,2610,6000,1300,1.0,5,780000
3,1.75,1700,8481,0,2.0,3,300000
3,1.75,1240,7620,0,1.0,3,361810
3,1.0,1660,6582,660,1.0,5,467000
3,1.75,1620,10000,0,1.5,5,399000
3,1.75,1130,7500,0,1.5,4,315450
3,1.0,1310,5000,0,1.5,3,600000
4,2.0,1710,5200,800,1.0,4,247500
3,1.0,2140,5037,0,1.0,3,330000
4,2.25,2350,7210,0,1.5,4,500000
3,1.0,1570,10050,0,1.0,3,367500
3,2.5,2780,32880,0,1.0,3,560000
4,1.75,2540,7620,1220,1.0,3,655000
5,2.75,2500,7140,1250,1.0,4,530000
3,2.25,2080,26574,700,1.0,3,270000
3,2.0,1760,2875,470,2.0,3,437500
3,1.75,1760,10349,0,1.0,3,575000
4,2.5,1940,6887,0,2.0,3,278000
4,2.5,3010,6181,0,2.0,3,568500
4,3.0,2460,9606,0,1.0,3,280000
2,1.0,750,6350,0,1.0,3,250000
3,0.75,1300,72309,620,1.0,3,247500
5,2.75,3710,13874,1370,1.5,4,1250000
4,2.5,2360,15008,440,1.0,3,535000
3,2.5,3190,6899,0,2.0,3,814842
4,2.5,2181,5521,0,2.0,3,340000
3,1.75,1890,9100,0,2.0,4,359950
3,1.75,2610,5544,930,1.5,3,750000
4,2.0,3090,8125,0,2.5,5,1220000
2,1.0,860,5040,0,1.0,3,370000
3,1.0,1000,9170,0,1.0,3,329950
3,2.5,2760,35171,0,2.0,3,500000
4,2.5,3490,18521,0,2.0,4,734000
4,2.5,2960,5054,0,2.0,3,385000
2,1.0,1280,4635,440,1.0,3,230000
4,3.5,3230,7200,1590,1.0,3,1385000
3,2.0,1830,4992,600,1.0,3,210000
3,1.75,1420,13187,0,1.0,4,293000
3,1.0,1580,3774,0,1.5,3,465000
3,2.25,1960,44634,830,1.0,3,449000
2,1.75,1670,10725,0,1.0,3,325000
3,2.0,1670,7056,0,1.0,4,180000
6,3.0,2960,5000,1170,1.0,3,650000
4,2.75,2420,7102,750,1.0,5,665000
3,2.0,1420,16000,0,1.0,3,324450
4,1.75,2170,5750,800,1.0,3,588000
4,1.0,1310,5200,150,1.5,3,200000
4,1.75,1830,11090,770,1.0,3,383000
3,2.0,1360,2500,630,1.0,3,499950
5,2.5,3440,12350,1680,1.0,4,549000
5,3.0,2010,7264,720,1.0,3,465000
3,2.5,2450,19744,0,2.0,3,450000
4,2.5,3030,7800,1450,2.0,3,799900
4,2.5,2480,91911,1010,1.0,4,495000
3,3.5,4310,10842,1170,2.0,3,1200000
4,2.5,2120,15000,0,2.0,4,637000
4,1.0,2210,4366,0,2.0,3,589000
3,1.75,1400,10350,0,1.0,4,305000
4,2.25,2760,5200,970,2.0,3,600000
4,2.5,2550,6256,0,2.0,3,587000
2,2.5,2220,4000,0,2.0,3,1425000
4,1.0,1320,11212,0,1.0,5,250000
3,3.0,2440,3202,800,2.0,4,515000
4,2.75,3780,10308,0,2.0,3,833000
3,3.25,4720,32467,1530,2.0,3,860000
4,3.0,2360,6678,600,1.0,3,550000
2,1.0,890,6000,0,1.0,2,180000
4,1.75,1770,9375,600,1.0,4,507000
3,2.0,1720,128066,0,1.0,3,427000
3,3.5,2490,2722,470,2.0,3,616950
4,1.75,1890,10550,880,1.0,5,372000
2,1.0,1020,6380,0,1.0,3,290000
4,2.75,2420,8438,0,2.0,3,329990
3,1.75,1600,8156,0,1.0,5,393500
5,3.25,3370,17458,1370,1.0,5,1550000
4,2.25,1720,8300,0,1.0,4,240000
3,1.0,1090,8640,0,1.0,4,285000
3,1.5,1090,9862,0,1.0,3,382500
4,3.75,3600,16101,0,1.0,3,1925000
3,2.5,2760,9471,1000,1.0,3,800000
4,3.5,2770,24140,0,2.0,3,550000
4,1.75,2520,15205,480,1.0,4,387846
4,2.0,1960,16015,0,1.0,3,367500
5,1.0,1760,4264,0,2.0,3,780500
3,1.75,1090,6775,240,1.0,4,680000
5,1.75,1960,7875,0,1.0,4,434400
2,1.0,1220,17172,0,1.0,4,370000
3,1.75,1730,8073,380,1.0,3,465000
3,2.0,1830,6925,0,1.0,4,323000
4,2.5,1600,9921,0,2.0,3,270000
3,1.75,2040,42693,0,1.0,3,1320000
4,2.5,2710,6583,0,2.0,3,560000
3,1.0,1140,4500,300,1.0,3,450000
2,1.0,930,7740,0,1.0,3,290000
3,2.0,1010,21340,0,1.0,3,354000
5,3.0,2380,5000,0,2.0,5,705000
3,2.25,1860,7200,620,1.0,4,445000
3,1.0,1440,11925,0,1.0,3,229900
4,2.5,2980,5896,0,2.0,3,610000
3,3.25,2670,5108,0,2.0,3,535000
3,1.75,2150,8925,0,1.0,4,437400
5,2.75,3160,10059,1420,2.0,3,540000
3,2.0,1890,29185,420,1.0,3,570000
3,2.5,2810,4607,0,2.0,3,533000
3,2.5,2690,4819,0,2.0,3,555000
3,1.75,1230,9600,0,1.0,4,239950
3,1.0,950,9451,0,1.0,4,350000
2,1.0,1200,4880,220,1.0,3,245000
4,1.75,1670,9886,0,1.0,5,456000
4,2.25,2140,7701,670,1.0,4,465000
2,1.75,1440,4660,0,1.0,3,445000
5,2.75,3050,7500,1250,1.0,4,517850
5,2.75,2570,7260,0,2.0,3,329000
3,2.5,1840,2875,0,2.0,4,512500
2,1.0,1250,8100,0,1.0,4,365000
3,1.0,1410,9384,0,1.0,3,450500
3,1.0,1560,8232,0,1.0,3,915000
3,1.0,960,7314,0,1.0,5,205000
4,2.5,1870,8449,0,2.0,3,314000
2,1.0,900,9260,0,1.0,3,496000
4,1.0,2050,7590,770,1.0,3,329950
4,2.0,2400,6000,0,2.0,3,375000
3,2.5,1850,7777,0,2.0,5,623000
4,1.5,1220,9600,0,1.0,3,310000
3,3.25,3140,37120,1380,1.0,3,532500
4,2.25,2410,4560,610,2.0,5,960000
4,2.5,3130,40918,0,2.0,3,598000
3,2.5,2300,9218,0,2.0,3,683000
5,2.5,2840,9425,1250,1.0,4,425000
5,2.75,1800,3780,400,1.5,3,533000
3,1.0,1190,9486,0,1.0,4,375000
3,2.0,1710,7225,0,2.0,4,250500
4,1.75,1900,22896,540,1.5,3,257000
3,1.0,880,18205,0,1.0,4,218000
3,2.0,2060,4437,1030,1.0,3,460000
3,1.0,1360,6186,600,1.5,4,255544
2,2.0,1680,4647,0,1.0,3,560000
4,2.5,2980,4074,0,2.0,3,480000
5,1.75,2130,19180,630,1.0,3,1300000
3,2.75,2650,9752,0,1.0,3,580000
3,2.5,1700,9100,540,1.0,3,475000
4,2.5,2680,12215,1090,1.0,3,1309500
3,2.5,2530,623779,0,1.0,4,700000
3,2.5,2520,10223,0,2.0,3,590000
3,2.5,1630,8346,0,1.0,3,264500
2,1.0,730,2600,0,1.0,4,465000
3,1.0,910,7620,0,1.0,3,290000
4,4.5,4510,12873,0,2.0,3,1815000
3,1.0,1110,12150,0,1.0,4,416000
4,2.0,1450,8940,0,1.0,3,360000
5,2.75,2910,36250,1320,1.0,3,585083
4,2.75,2600,2750,980,1.5,3,840000
2,1.0,730,9975,0,1.0,1,81000
3,2.25,2440,9200,0,1.0,4,1285000
4,1.75,2290,7380,900,1.0,3,326000
2,1.0,720,7500,0,1.0,3,447000
3,1.0,940,7125,0,1.5,4,185000
3,2.5,1540,7773,0,2.0,4,439950
3,1.5,1140,10300,0,1.5,4,234000
4,2.5,2100,8886,0,2.0,4,485000
4,1.75,2670,6250,650,2.0,4,750000
4,2.0,2750,5527,620,2.0,3,865000
4,2.5,2570,9000,980,1.0,4,287500
3,1.75,1660,9673,530,1.0,3,375000
3,2.25,1700,8800,850,1.0,5,565000
4,3.0,1530,8306,0,2.0,3,260000
3,1.0,1260,10900,0,1.0,4,190000
5,2.0,2760,6420,1380,1.0,5,399950
3,2.5,1830,7062,0,2.0,3,275000
3,2.75,2160,4086,780,1.0,3,528000
3,2.0,1770,9685,0,1.0,3,315000
2,2.25,2210,5500,800,1.0,4,614306
3,3.5,4560,14608,0,2.0,3,1490000
3,2.5,2110,3870,0,2.0,3,590000
