JobTitle,BasePay,OvertimePay,OtherPay,Year,TotalPay,TotalPayBenefits,Agency
Sr Personal Property Auditor,17426.89,0.0,0.0,2013,17426.89,17601.14,San Francisco
Transit Operator,11246.23,1093.33,193.56,2013,12533.12,17594.34,San Francisco
Special Nurse,12561.15,0.0,2093.53,2013,14654.68,17592.71,San Francisco
Special Nurse,12978.0,0.0,2163.03,2013,15141.03,17592.67,San Francisco
Apprentice Gardener,17143.1,81.92,184.86,2013,17409.88,17583.99,San Francisco
Custodial Assistant Supervisor,15006.34,381.88,404.85,2013,15793.07,17581.88,San Francisco
PS Aide to Prof,16974.6,0.0,0.0,2013,16974.6,17576.06,San Francisco
Legislative Assistant,7460.5,0.0,7644.41,2013,15104.91,17573.31,San Francisco
Museum Guard,17058.7,331.6,0.0,2013,17390.3,17564.21,San Francisco
Electr Instrmntn Tech Wtr Poll,13003.65,0.0,0.0,2013,13003.65,17560.86,San Francisco
Patient Care Assistant,16818.36,466.94,210.62,2013,17495.92,17544.05,San Francisco
Worker's Comp Supervisor 1,13370.04,0.0,0.0,2013,13370.04,17543.01,San Francisco
Library Page,17052.4,0.0,309.9,2013,17362.3,17535.9,San Francisco
Admission Attendant,17345.31,0.0,0.0,2013,17345.31,17518.77,San Francisco
PS Aide Health Services,17333.03,0.0,0.0,2013,17333.03,17506.35,San Francisco
Physician Specialist,15460.2,0.0,0.0,2013,15460.2,17499.75,San Francisco
Special Nurse,14045.25,0.0,468.14,2013,14513.39,17498.23,San Francisco
Braillist,8520.0,0.0,5355.59,2013,13875.59,17497.92,San Francisco
Recreation Leader,17280.02,0.0,40.5,2013,17320.52,17493.72,San Francisco
Special Nurse,12637.8,0.0,2106.3,2013,14744.1,17493.54,San Francisco
Admission Attendant,17319.82,0.0,0.0,2013,17319.82,17493.02,San Francisco
Superior Court Judge,9827.56,0.0,6212.52,2013,16040.08,17488.18,San Francisco
Employment & Training Spec 3,12449.27,0.0,650.38,2013,13099.65,17485.74,San Francisco
Museum Guard,16469.19,1013.24,0.0,2013,17482.43,17482.43,San Francisco
Assistant Purchaser,17308.54,0.0,0.0,2013,17308.54,17481.65,San Francisco
Recreation Leader,17239.07,0.0,63.45,2013,17302.52,17475.56,San Francisco
"StdntDsgnTrain3, Arch/Eng/Plng",14366.8,0.0,0.0,2013,14366.8,17474.22,San Francisco
Mayoral Staff IV,10266.0,0.0,0.0,2013,10266.0,17474.2,San Francisco
Public Svc Aide-Public Works,16778.73,0.0,0.0,2013,16778.73,17467.24,San Francisco
Porter,17052.69,0.0,414.37,2013,17467.06,17467.06,San Francisco
Apprentice Gardener,17270.95,0.0,20.25,2013,17291.2,17464.14,San Francisco
Housekeeper/Food Service Clnr,17447.08,0.0,0.0,2013,17447.08,17447.08,San Francisco
Recreation Leader,16280.76,0.0,983.47,2013,17264.23,17436.93,San Francisco
Special Nurse,13312.19,0.0,1467.31,2013,14779.5,17427.21,San Francisco
IS Business Analyst-Senior,8084.0,0.0,6791.86,2013,14875.86,17425.55,San Francisco
Account Clerk,8310.56,0.0,5526.24,2013,13836.8,17408.01,San Francisco
Special Nurse,13937.85,0.0,712.84,2013,14650.69,17404.98,San Francisco
Librarian 1,6094.0,0.0,9147.53,2013,15241.53,17403.43,San Francisco
Special Nurse,15809.86,258.8,1154.38,2013,17223.04,17395.27,San Francisco
Transit Operator,,0.0,9434.0,2013,9434.0,17393.18,San Francisco
Patient Care Assistant,16787.25,0.0,430.95,2013,17218.2,17390.39,San Francisco
Planner 3,12829.08,0.0,0.0,2013,12829.08,17359.69,San Francisco
Patient Care Assistant,16186.24,0.0,999.48,2013,17185.72,17357.55,San Francisco
Public Svc Aide-Public Works,13952.11,117.13,122.86,2013,14192.1,17357.54,San Francisco
Patient Care Assistant,15440.13,273.57,1466.91,2013,17180.61,17352.41,San Francisco
Bldg & Grounds Patrol Officer,15657.93,630.52,883.61,2013,17172.06,17343.74,San Francisco
Secretary 2,12270.0,0.0,0.0,2013,12270.0,17329.38,San Francisco
"StdntDsgnTrain3, Arch/Eng/Plng",17154.9,0.0,0.0,2013,17154.9,17326.44,San Francisco
Patient Care Assistant,15668.1,0.0,1462.23,2013,17130.33,17301.61,San Francisco
Recreation Leader,17060.67,0.0,65.44,2013,17126.11,17297.4,San Francisco
Health Worker 2,11039.18,0.0,560.0,2013,11599.18,17294.0,San Francisco
Transit Operator,10669.12,1213.23,61.94,2013,11944.29,17291.84,San Francisco
Special Nurse,14180.6,0.0,472.9,2013,14653.5,17286.81,San Francisco
EMT/Paramedic/Firefighter,,0.0,17285.9,2013,17285.9,17285.9,San Francisco
Special Nurse,14387.86,0.0,759.13,2013,15146.99,17283.48,San Francisco
Statnry Eng Water Treat Plant,13041.38,655.48,715.89,2013,14412.75,17278.61,San Francisco
"Claims Investigator, CA",12995.68,0.0,116.01,2013,13111.69,17263.27,San Francisco
Clerk,17089.44,0.0,0.0,2013,17089.44,17260.34,San Francisco
Special Assistant 19,13120.0,0.0,0.0,2013,13120.0,17258.88,San Francisco
"Counselor, Juvenile Hall",16639.7,567.27,43.22,2013,17250.19,17250.19,San Francisco
Construction Inspector,14413.19,0.0,67.98,2013,14481.17,17249.94,San Francisco
PS Aide Health Services,17074.8,0.0,0.0,2013,17074.8,17245.57,San Francisco
Apprentice Gardener,17070.9,0.0,0.0,2013,17070.9,17241.62,San Francisco
PS Aide to Prof,17067.66,0.0,0.0,2013,17067.66,17238.41,San Francisco
Patient Care Assistant,15811.2,0.0,1254.36,2013,17065.56,17236.25,San Francisco
Senior Account Clerk,10847.41,0.0,1856.44,2013,12703.85,17223.45,San Francisco
Patient Care Assistant,16445.29,0.0,603.39,2013,17048.68,17219.15,San Francisco
Licensed Vocational Nurse,17032.22,0.0,0.0,2013,17032.22,17202.55,San Francisco
Eligibility Worker,13082.3,0.0,0.0,2013,13082.3,17200.74,San Francisco
Parking Control Officer,12029.96,196.38,136.47,2013,12362.81,17198.43,San Francisco
Food Service Worker,16828.35,0.0,198.0,2013,17026.35,17196.59,San Francisco
PS Aide to Prof,16974.6,0.0,0.0,2013,16974.6,17189.75,San Francisco
Special Nurse,16688.21,329.37,0.0,2013,17017.58,17187.75,San Francisco
Police Officer 3,13261.7,0.0,94.5,2013,13356.2,17175.41,San Francisco
Transit Operator,10406.15,0.0,1741.09,2013,12147.24,17173.17,San Francisco
Recreation Leader,14201.32,0.0,32.85,2013,14234.17,17156.69,San Francisco
Publ Svc Aide-Asst to Prof,16978.6,0.0,0.0,2013,16978.6,17148.26,San Francisco
Special Nurse,16060.8,0.0,903.48,2013,16964.28,17133.93,San Francisco
PS Aide to Prof,16960.66,0.0,0.0,2013,16960.66,17130.26,San Francisco
PS Aide to Prof,16946.68,0.0,0.0,2013,16946.68,17116.15,San Francisco
Truck Driver,13657.8,8.01,672.0,2013,14337.81,17090.64,San Francisco
Transit Operator,9770.22,2403.23,82.49,2013,12255.94,17088.35,San Francisco
Health Worker 3,11565.2,0.0,0.0,2013,11565.2,17071.07,San Francisco
Clerk,12534.62,467.03,0.0,2013,13001.65,17069.15,San Francisco
Health Worker 3,16799.45,93.47,0.0,2013,16892.92,17061.86,San Francisco
Special Nurse,12995.66,0.0,1470.36,2013,14466.02,17055.22,San Francisco
Pharmacist,12681.2,0.0,310.56,2013,12991.76,17054.78,San Francisco
Special Nurse,14551.15,0.0,2333.59,2013,16884.74,17053.6,San Francisco
Bricklayer,3426.0,0.0,11984.53,2013,15410.53,17052.86,San Francisco
Patient Care Assistant,16854.08,0.0,26.15,2013,16880.23,17049.04,San Francisco
Porter,3668.4,0.0,11783.81,2013,15452.21,17047.73,San Francisco
Transit Operator,,0.0,9083.01,2013,9083.01,17042.19,San Francisco
IS Business Analyst,12341.01,0.0,0.0,2013,12341.01,17036.28,San Francisco
Survey Assistant I,16844.14,0.0,0.0,2013,16844.14,17031.09,San Francisco
"Marriage, Family & Child Cnslr",16860.4,0.0,0.0,2013,16860.4,17029.01,San Francisco
Public Svc Aide-Public Works,15839.08,157.35,359.19,2013,16355.62,17018.36,San Francisco
Clerk,16873.5,0.0,30.5,2013,16904.0,17010.06,San Francisco
Public Svc Aide-Public Works,16324.85,0.0,0.0,2013,16324.85,17008.84,San Francisco
Special Nurse,14806.05,0.0,2032.78,2013,16838.83,17007.22,San Francisco
Museum Guard,16526.08,309.64,0.0,2013,16835.72,17004.09,San Francisco
Legal Secretary 1,12201.18,0.0,0.0,2013,12201.18,16999.16,San Francisco
Patient Care Assistant,16497.1,0.0,404.43,2013,16901.53,16993.25,San Francisco
"StdntDsgnTrain1, Arch/Eng/Plng",16816.8,0.0,0.0,2013,16816.8,16984.98,San Francisco
Apprentice Gardener,16866.72,0.0,17.55,2013,16884.27,16981.56,San Francisco
Clerk,16873.5,0.0,0.0,2013,16873.5,16979.56,San Francisco
Communications Dispatcher 2,16162.14,0.0,627.36,2013,16789.5,16957.42,San Francisco
Physician Assistant,14215.18,0.0,0.0,2013,14215.18,16947.88,San Francisco
Planner 1,16776.6,0.0,0.0,2013,16776.6,16944.38,San Francisco
Public Service Trainee,16767.0,0.0,0.0,2013,16767.0,16934.73,San Francisco
Admission Attendant,16760.73,0.0,0.0,2013,16760.73,16928.33,San Francisco
PS Aide Health Services,16635.88,0.0,120.0,2013,16755.88,16923.45,San Francisco
Food Service Worker,9179.1,7385.7,188.0,2013,16752.8,16920.33,San Francisco
IS Programmer Analyst,16747.5,0.0,0.0,2013,16747.5,16914.98,San Francisco
Recreation Leader,16609.58,0.0,135.0,2013,16744.58,16911.99,San Francisco
Registered Nurse,11553.6,0.0,1703.56,2013,13257.16,16911.81,San Francisco
Senior Legal Process Clerk,11939.66,0.0,120.37,2013,12060.03,16906.1,San Francisco
Special Nurse,14334.47,1316.65,1249.5,2013,16900.62,16900.62,San Francisco
Swimming Instr/Pool Lifeguard,10861.27,0.0,932.32,2013,11793.59,16900.35,San Francisco
General Laborer,11679.56,0.0,172.8,2013,11852.36,16871.86,San Francisco
Special Nurse,12869.18,0.0,1223.54,2013,14092.72,16864.91,San Francisco
Special Nurse,15221.13,0.0,1635.22,2013,16856.35,16856.35,San Francisco
Community Police Services Aide,11077.01,0.0,416.9,2013,11493.91,16850.71,San Francisco
Nursing Supervisor,12336.5,0.0,1757.62,2013,14094.12,16850.46,San Francisco
Special Nurse,12421.8,1399.19,414.06,2013,14235.05,16849.73,San Francisco
Nurse Practitioner,16464.62,0.0,211.75,2013,16676.37,16843.13,San Francisco
General Laborer,11155.16,481.07,559.6,2013,12195.83,16835.4,San Francisco
EMT/Paramedic/Firefighter,12481.21,0.0,748.88,2013,13230.09,16828.05,San Francisco
Nurse Practitioner,16653.67,0.0,0.0,2013,16653.67,16820.21,San Francisco
Special Nurse,11290.41,1194.54,1583.87,2013,14068.82,16813.44,San Francisco
Eligibility Worker,9870.3,1696.93,417.42,2013,11984.65,16806.37,San Francisco
Special Nurse,13712.13,0.0,504.29,2013,14216.42,16794.0,San Francisco
Museum Guard,16788.47,0.0,0.0,2013,16788.47,16788.47,San Francisco
Special Nurse,13652.7,0.0,522.77,2013,14175.47,16786.66,San Francisco
Legislative Asst City Atty Ofc,11676.7,0.0,0.0,2013,11676.7,16763.13,San Francisco
Legislative Asst City Atty Ofc,11676.7,0.0,0.0,2013,11676.7,16763.13,San Francisco
Licensed Vocational Nurse,16590.8,0.0,0.0,2013,16590.8,16756.74,San Francisco
Publ Svc Aide-Asst to Prof,16587.19,0.0,0.0,2013,16587.19,16753.07,San Francisco
Special Nurse,12336.9,135.41,1654.95,2013,14127.26,16751.31,San Francisco
Assistant Recreation Director,,0.0,8476.7,2013,8476.7,16750.83,San Francisco
Asphalt Worker,10632.95,386.06,484.99,2013,11504.0,16747.98,San Francisco
Patient Care Assistant,16165.5,0.0,413.55,2013,16579.05,16744.84,San Francisco
Deputy Court Clerk I,13879.5,0.0,0.0,2013,13879.5,16737.93,San Francisco
Special Nurse,11118.09,1401.49,1481.17,2013,14000.75,16735.63,San Francisco
Special Nurse,13991.85,0.0,97.94,2013,14089.79,16732.14,San Francisco
Special Nurse,12817.12,0.0,1019.01,2013,13836.13,16731.09,San Francisco
PS Aide to Prof,16565.13,0.0,0.0,2013,16565.13,16730.79,San Francisco
Museum Guard,16555.12,0.0,0.0,2013,16555.12,16720.66,San Francisco
Physician Specialist,13992.65,0.0,0.0,2013,13992.65,16718.58,San Francisco
Library Technical Assistant 2,4555.2,0.0,10477.24,2013,15032.44,16705.52,San Francisco
Mayoral Staff XIV,12502.77,0.0,0.0,2013,12502.77,16696.02,San Francisco
Recreation Leader,16390.35,0.0,137.69,2013,16528.04,16693.31,San Francisco
Recreation Leader,16516.86,0.0,34.4,2013,16551.26,16674.74,San Francisco
Senior Administrative Analyst,16502.4,0.0,0.0,2013,16502.4,16667.42,San Francisco
Porter,15521.53,0.0,1070.29,2013,16591.82,16665.04,San Francisco
Librarian 2,11320.97,0.0,1218.01,2013,12538.98,16661.6,San Francisco
Special Nurse,12012.9,0.0,1967.53,2013,13980.43,16660.88,San Francisco
Bldg & Grounds Patrol Officer,16464.81,0.0,126.28,2013,16591.09,16634.3,San Francisco
Patient Care Assistant,15087.8,0.0,1376.14,2013,16463.94,16628.6,San Francisco
Employee Relations Representat,8734.81,0.0,6115.11,2013,14849.92,16627.15,San Francisco
Transit Operator,9974.81,47.82,1716.86,2013,11739.49,16615.71,San Francisco
Parking Meter Repairer,10760.06,0.0,1670.0,2013,12430.06,16584.31,San Francisco
Sheriff's Cadet,15892.34,165.04,0.0,2013,16057.38,16582.08,San Francisco
Housekeeper/Food Service Clnr,16076.24,484.64,18.46,2013,16579.34,16579.34,San Francisco
Secretary 1,11563.39,0.0,120.0,2013,11683.39,16560.06,San Francisco
Special Nurse,13941.85,0.0,73.69,2013,14015.54,16560.01,San Francisco
Housekeeper/Food Service Clnr,15466.96,881.58,41.54,2013,16390.08,16554.0,San Francisco
Special Nurse,13517.7,0.0,358.54,2013,13876.24,16524.42,San Francisco
StdntDsgn Train2/Arch/Eng/Plng,16345.54,0.0,0.0,2013,16345.54,16508.99,San Francisco
Planner 5,14294.1,0.0,0.0,2013,14294.1,16489.48,San Francisco
Management Assistant,13820.0,0.0,0.0,2013,13820.0,16488.21,San Francisco
Museum Guard,15346.52,976.37,0.0,2013,16322.89,16486.11,San Francisco
PS Aide Health Services,16179.8,0.0,8.26,2013,16188.06,16464.05,San Francisco
Protective Services Worker,10782.93,0.0,2110.77,2013,12893.7,16463.04,San Francisco
Account Clerk,11101.34,316.51,127.24,2013,11545.09,16460.44,San Francisco
Recreation Leader,16002.54,0.0,455.88,2013,16458.42,16458.42,San Francisco
Cement Mason,15640.8,654.61,0.0,2013,16295.41,16458.37,San Francisco
Licensed Vocational Nurse,,0.0,16029.5,2013,16029.5,16441.86,San Francisco
Sheriff's Property Keeper,16278.75,0.0,0.0,2013,16278.75,16441.58,San Francisco
Watershed Worker (Seasonal),16276.6,0.0,0.0,2013,16276.6,16439.38,San Francisco
Recreation Leader,16171.16,0.0,98.19,2013,16269.35,16432.08,San Francisco
Recreation Leader,15941.25,0.0,327.6,2013,16268.85,16431.56,San Francisco
Special Nurse,13270.43,0.0,403.88,2013,13674.31,16431.31,San Francisco
Publ Svc Aide-Asst to Prof,16263.97,0.0,0.0,2013,16263.97,16426.58,San Francisco
PS Aide to Prof,10274.1,0.0,0.0,2013,10274.1,16411.18,San Francisco
Police Officer,12301.2,0.0,0.0,2013,12301.2,16407.49,San Francisco
Special Nurse,10908.27,1786.75,1045.5,2013,13740.52,16404.38,San Francisco
Transit Operator,11099.81,0.0,0.0,2013,11099.81,16402.95,San Francisco
Library Page,16286.27,0.0,116.09,2013,16402.36,16402.36,San Francisco
PS Aide Health Services,15904.35,0.0,402.23,2013,16306.58,16389.26,San Francisco
Watershed Worker (Seasonal),13657.6,0.0,0.0,2013,13657.6,16381.71,San Francisco
Special Nurse,11892.3,0.0,1982.12,2013,13874.42,16379.97,San Francisco
Licensed Vocational Nurse,16254.5,0.0,8.97,2013,16263.47,16352.12,San Francisco
PS Aide to Prof,16137.04,0.0,0.0,2013,16137.04,16343.83,San Francisco
Special Nurse,14157.5,0.0,2021.0,2013,16178.5,16340.28,San Francisco
Clerk,16160.41,0.0,0.0,2013,16160.41,16322.0,San Francisco
Porter,16024.92,0.0,125.86,2013,16150.78,16312.29,San Francisco
Pr Administrative Analyst,16295.19,0.0,0.0,2013,16295.19,16295.19,San Francisco
Pr Administrative Analyst,8516.02,0.0,5227.23,2013,13743.25,16290.24,San Francisco
Publ Svc Aide-Asst to Prof,16127.85,0.0,0.0,2013,16127.85,16289.13,San Francisco
Museum Guard,16119.85,0.0,0.0,2013,16119.85,16281.07,San Francisco
Museum Guard,16278.75,0.0,0.0,2013,16278.75,16278.75,San Francisco
Parking Control Officer,11163.59,0.0,246.99,2013,11410.58,16274.9,San Francisco
Special Nurse,15558.9,0.0,552.18,2013,16111.08,16272.2,San Francisco
Elections Clerk,15196.35,983.45,0.0,2013,16179.8,16270.02,San Francisco
Publ Svc Aide-Asst to Prof,16102.37,0.0,0.0,2013,16102.37,16263.39,San Francisco
Library Page,15901.33,0.0,343.71,2013,16245.04,16245.04,San Francisco
Recreation Leader,13034.75,0.0,213.29,2013,13248.04,16223.95,San Francisco
PS Aide to Prof,16062.6,0.0,0.0,2013,16062.6,16223.31,San Francisco
Recreation Leader,15599.87,0.0,455.89,2013,16055.76,16216.32,San Francisco
Library Page,11156.45,0.0,0.0,2013,11156.45,16214.06,San Francisco
Special Nurse,13615.73,0.0,178.67,2013,13794.4,16211.39,San Francisco
Superior Court Judge,9827.56,0.0,6383.4,2013,16210.96,16210.96,San Francisco
Publ Svc Aide-Asst to Prof,16042.8,0.0,0.0,2013,16042.8,16203.26,San Francisco
Custodian,8152.0,665.12,3587.57,2013,12404.69,16201.71,San Francisco
"StdntDsgnTrain3, Arch/Eng/Plng",16039.8,0.0,0.0,2013,16039.8,16200.2,San Francisco
Custodian,14861.36,0.0,1175.08,2013,16036.44,16196.81,San Francisco
Special Nurse,13418.33,0.0,108.62,2013,13526.95,16181.18,San Francisco
Statnry Eng Water Treat Plant,16020.4,0.0,0.0,2013,16020.4,16180.56,San Francisco
Eligibility Worker,10967.0,0.0,0.0,2013,10967.0,16174.84,San Francisco
Statnry Eng Water Treat Plant,10252.26,0.0,2138.22,2013,12390.48,16172.86,San Francisco
"StdntDsgnTrain1, Arch/Eng/Plng",16006.8,0.0,0.0,2013,16006.8,16166.85,San Francisco
"StdntDsgnTrain3, Arch/Eng/Plng",16139.73,0.0,0.0,2013,16139.73,16160.15,San Francisco
PS Aide Health Services,15960.3,0.0,0.0,2013,15960.3,16155.55,San Francisco
Library Page,15594.84,0.0,387.95,2013,15982.79,16142.67,San Francisco
Museum Guard,15820.91,156.59,0.0,2013,15977.5,16137.25,San Francisco
Parking Hearing Examiner,10308.0,0.0,2417.23,2013,12725.23,16136.09,San Francisco
Senior Personnel Analyst,9610.0,0.0,5138.95,2013,14748.95,16133.21,San Francisco
Senior Telephone Operator,15112.58,289.41,679.66,2013,16081.65,16124.93,San Francisco
Library Page,15884.5,0.0,77.74,2013,15962.24,16121.93,San Francisco
Airport Communications Disp,6070.0,798.97,7090.55,2013,13959.52,16120.85,San Francisco
Recreation Leader,15791.75,0.0,168.36,2013,15960.11,16119.71,San Francisco
Transit Operator,9464.71,1523.33,556.6,2013,11544.64,16118.41,San Francisco
Nursing Assistant,568.03,0.0,14780.95,2013,15348.98,16117.77,San Francisco
Stage Electrician,16112.0,0.0,0.0,2013,16112.0,16112.0,San Francisco
Library Page,10567.81,0.0,27.0,2013,10594.81,16095.31,San Francisco
Special Nurse,15605.98,329.37,0.0,2013,15935.35,16094.7,San Francisco
Transit Operator,9809.17,544.69,116.02,2013,10469.88,16090.61,San Francisco
Court Reporter,15939.85,0.0,143.07,2013,16082.92,16082.92,San Francisco
PS Aide Health Services,15904.36,0.0,0.0,2013,15904.36,16063.39,San Francisco
Superior Court Judge,9827.56,0.0,6212.52,2013,16040.08,16040.08,San Francisco
Recreation Leader,15637.5,0.0,240.3,2013,15877.8,16036.57,San Francisco
Special Nurse,12899.52,0.0,569.8,2013,13469.32,16033.36,San Francisco
"Stationary Eng, Sewage Plant",10048.5,1069.45,1250.41,2013,12368.36,16020.68,San Francisco
Superior Court Judge,9827.56,0.0,6181.08,2013,16008.64,16008.64,San Francisco
Museum Guard,16002.5,0.0,0.0,2013,16002.5,16002.5,San Francisco
Special Nurse,10193.4,1486.54,1698.95,2013,13378.89,16000.69,San Francisco
Special Nurse,11384.1,0.0,1897.35,2013,13281.45,15999.85,San Francisco
Patient Care Assistant,15502.3,0.0,397.8,2013,15900.1,15997.06,San Francisco
Media Production Tech,15221.75,432.69,180.25,2013,15834.69,15993.04,San Francisco
Media Production Tech,13204.65,455.99,136.69,2013,13797.33,15979.97,San Francisco
Custodian,,0.0,8020.66,2013,8020.66,15979.84,San Francisco
DA Investigative Assist,9831.9,0.0,2273.0,2013,12104.9,15975.37,San Francisco
Porter,15269.82,0.0,686.13,2013,15955.95,15971.99,San Francisco
Special Nurse,13243.81,0.0,259.82,2013,13503.63,15969.7,San Francisco
Library Page,15454.69,0.0,355.67,2013,15810.36,15968.53,San Francisco
Junior Clerk,15803.9,0.0,0.0,2013,15803.9,15961.95,San Francisco
Electronic Maintenance Tech,11399.9,589.65,0.0,2013,11989.55,15936.72,San Francisco
Special Nurse,15617.32,0.0,152.17,2013,15769.49,15927.2,San Francisco
Manager V,11443.85,0.0,440.67,2013,11884.52,15924.52,San Francisco
Museum Guard,15765.95,0.0,0.0,2013,15765.95,15923.58,San Francisco
Physician Specialist,13524.0,0.0,0.0,2013,13524.0,15919.09,San Francisco
Recreation Coordinator,13564.75,0.0,138.38,2013,13703.13,15914.13,San Francisco
Physician Specialist,,0.0,15910.15,2013,15910.15,15910.15,San Francisco
StdntDsgn Train2/Arch/Eng/Plng,15707.76,38.44,0.0,2013,15746.2,15903.67,San Francisco
Senior Telephone Operator,15570.3,0.0,329.17,2013,15899.47,15899.47,San Francisco
Public Service Trainee,15741.0,0.0,0.0,2013,15741.0,15898.41,San Francisco
"StdntDsgnTrain1, Arch/Eng/Plng",15722.99,0.0,0.0,2013,15722.99,15880.23,San Francisco
Public Service Trainee,12831.0,0.0,0.0,2013,12831.0,15878.27,San Francisco
"Marriage, Family & Child Cnslr",15279.77,0.0,440.0,2013,15719.77,15876.96,San Francisco
Senior Clerk,13187.46,0.0,0.0,2013,13187.46,15876.28,San Francisco
Library Page,15286.51,0.0,430.88,2013,15717.39,15874.65,San Francisco
Recreation Leader,14987.63,0.0,729.76,2013,15717.39,15874.56,San Francisco
Special Nurse,15549.85,0.0,311.98,2013,15861.83,15861.83,San Francisco
Library Page,15594.82,0.0,109.49,2013,15704.31,15861.4,San Francisco
Library Page,15361.24,0.0,339.8,2013,15701.04,15858.12,San Francisco
Recreation Leader,12587.87,0.0,123.48,2013,12711.35,15854.93,San Francisco
Assistant Recreation Director,,0.0,7885.45,2013,7885.45,15844.63,San Francisco
Bldg & Grounds Patrol Officer,14605.5,280.65,798.09,2013,15684.24,15841.06,San Francisco
Library Page,15137.0,0.0,546.45,2013,15683.45,15840.36,San Francisco
Food Service Worker,15453.31,27.32,201.5,2013,15682.13,15838.95,San Francisco
Special Nurse,11384.1,0.0,1897.35,2013,13281.45,15832.89,San Francisco
Watershed Worker (Seasonal),15675.2,0.0,0.0,2013,15675.2,15831.96,San Francisco
Legal Secretary 1,12881.0,0.0,0.0,2013,12881.0,15826.57,San Francisco
Library Page,15193.07,0.0,469.9,2013,15662.97,15819.67,San Francisco
Clerk Typist,15661.52,0.0,0.0,2013,15661.52,15818.18,San Francisco
Special Nurse,11708.1,0.0,1590.27,2013,13298.37,15816.52,San Francisco
"Research Asst, Superior Court",13418.5,0.0,0.0,2013,13418.5,15802.01,San Francisco
Library Page,15062.24,0.0,579.78,2013,15642.02,15798.49,San Francisco
"Court Asst., Superior Court",3001.24,0.0,11086.1,2013,14087.34,15797.91,San Francisco
Recreation Leader,15567.49,0.0,65.79,2013,15633.28,15789.6,San Francisco
PS Aide to Prof,15615.9,0.0,0.0,2013,15615.9,15772.07,San Francisco
Museum Guard,15609.62,0.0,0.0,2013,15609.62,15765.73,San Francisco
Public Service Trainee,15640.0,0.0,0.0,2013,15640.0,15761.44,San Francisco
Deputy Sheriff,14729.4,0.0,1028.78,2013,15758.18,15758.18,San Francisco
Library Page,15734.96,0.0,22.49,2013,15757.45,15757.45,San Francisco
Publ Svc Aide-Asst to Prof,15566.44,0.0,0.0,2013,15566.44,15753.33,San Francisco
Psychiatric Social Worker,13059.0,0.0,280.0,2013,13339.0,15752.9,San Francisco
Cook,15552.79,0.0,43.77,2013,15596.56,15752.51,San Francisco
StdntDsgn Train2/Arch/Eng/Plng,15590.13,0.0,0.0,2013,15590.13,15746.03,San Francisco
PS Aide Health Services,14814.29,517.67,257.69,2013,15589.65,15745.54,San Francisco
Senior Social Worker,4579.21,0.0,9499.07,2013,14078.28,15745.5,San Francisco
Architectural Assistant 1,10961.8,0.0,0.0,2013,10961.8,15738.27,San Francisco
Special Nurse,14680.57,0.0,900.29,2013,15580.86,15736.66,San Francisco
Junior Administrative Analyst,15577.81,0.0,0.0,2013,15577.81,15733.59,San Francisco
Registered Nurse,11251.78,0.0,961.15,2013,12212.93,15730.44,San Francisco
Library Page,15305.16,0.0,269.37,2013,15574.53,15730.34,San Francisco
Museum Guard,15222.61,350.02,0.0,2013,15572.63,15728.36,San Francisco
General Laborer,13399.65,387.04,1785.64,2013,15572.33,15728.04,San Francisco
Special Nurse,12260.73,476.0,331.76,2013,13068.49,15726.48,San Francisco
Museum Guard,15564.4,0.0,0.0,2013,15564.4,15720.03,San Francisco
PS Aide to Prof,15014.76,0.0,0.0,2013,15014.76,15719.25,San Francisco
Electronic Maintenance Tech,11399.9,368.53,0.0,2013,11768.43,15713.38,San Francisco
Special Nurse,14586.47,752.85,216.44,2013,15555.76,15711.34,San Francisco
Admission Attendant,15552.15,0.0,0.0,2013,15552.15,15707.66,San Francisco
Library Page,15286.5,0.0,254.88,2013,15541.38,15696.84,San Francisco
Housekeeper/Food Service Clnr,15499.27,41.54,0.0,2013,15540.81,15696.23,San Francisco
Special Nurse,12834.15,0.0,427.77,2013,13261.92,15686.34,San Francisco
Library Page,15137.0,0.0,393.94,2013,15530.94,15686.34,San Francisco
Patient Care Assistant,15129.26,0.0,531.74,2013,15661.0,15681.5,San Francisco
Special Nurse,13068.79,0.0,111.28,2013,13180.07,15680.86,San Francisco
Library Page,15118.32,0.0,395.47,2013,15513.79,15669.01,San Francisco
Secretary 2,11043.0,0.0,0.0,2013,11043.0,15667.51,San Francisco
Public Service Trainee,15510.0,0.0,0.0,2013,15510.0,15665.1,San Francisco
Library Page,15305.16,0.0,200.95,2013,15506.11,15661.24,San Francisco
Elections Clerk,11575.4,1216.47,0.0,2013,12791.87,15659.95,San Francisco
DA Investigative Assist,10775.1,0.0,0.0,2013,10775.1,15658.88,San Francisco
Publ Svc Aide-Asst to Prof,15500.61,0.0,0.0,2013,15500.61,15655.59,San Francisco
Physician Specialist,13088.45,0.0,0.0,2013,13088.45,15649.23,San Francisco
Recreation Leader,15467.15,0.0,25.64,2013,15492.79,15647.76,San Francisco
Licensed Vocational Nurse,14629.05,0.0,861.12,2013,15490.17,15645.01,San Francisco
Porter,14682.52,0.0,800.18,2013,15482.7,15637.53,San Francisco
Patient Care Assistant,14238.08,0.0,1243.5,2013,15481.58,15636.46,San Francisco
IS Engineer-Senior,11985.0,0.0,0.0,2013,11985.0,15631.56,San Francisco
Library Page,15137.0,0.0,305.72,2013,15442.72,15630.49,San Francisco
